ID_Pedido,Data_Pedido,Nome_Jogo,Categoria,Empresa,Plataforma,Preco_Unitario,Quantidade,ID_Cliente,Edicao_especial
1057,2026-01-12 23:00:00,Mortal Kombat 1,violento,NetherRealm,Xbox,349.86,1,101,True
1058,2026-01-12 03:00:00,Tekken 7,3D,Namco,Playstation,245.41,1,106,True
1059,2026-01-12 20:00:00,Mortal Kombat 1,violento,NetherRealm,Xbox,349.86,1,131,True
1060,2026-01-13 19:00:00,Injustice 2,herois,NetherRealm,Playstation,228.9,2,120,True
1061,2026-01-13 06:00:00,Mortal Kombat 1,violento,NetherRealm,Xbox,249.9,2,121,False
1062,2026-01-13 15:00:00,Mortal Kombat 11,violento,NetherRealm,Playstation,199.9,1,116,False
1063,2026-01-13 18:00:00,Mortal Kombat 1,violento,NetherRealm,PC,349.86,2,109,True
1064,2026-01-13 04:00:00,Street Fighter VI,arcade,Capcom,Playstation,229.9,2,108,False
1065,2026-01-14 12:00:00,Tekken 7,3D,Namco,Playstation,245.41,1,146,True
1066,2026-01-14 01:00:00,Injustice 2,herois,NetherRealm,Playstation,163.5,2,100,False
1067,2026-01-14 05:00:00,Street Fighter VI,arcade,Capcom,Playstation,321.86,2,136,True
1068,2026-01-14 05:00:00,Mortal Kombat 11,violento,NetherRealm,PC,279.86,1,124,True
1069,2026-01-14 21:00:00,Street Fighter V,arcade,Capcom,Playstation,129.7,1,112,False
1070,2026-01-15 09:00:00,Injustice Gods Among Us,herois,NetherRealm,Xbox,89.9,1,146,False
1071,2026-01-15 19:00:00,Mortal Kombat 1,violento,NetherRealm,PC,249.9,1,145,False
1072,2026-01-15 13:00:00,Street Fighter VI,arcade,Capcom,Playstation,321.86,2,128,True
1073,2026-01-15 19:00:00,Street Fighter VI,arcade,Capcom,Playstation,229.9,2,122,False
1074,2026-01-15 17:00:00,Injustice Gods Among Us,herois,NetherRealm,PC,125.86,1,150,True
1075,2026-01-16 23:00:00,Mortal Kombat X,violento,NetherRealm,Xbox,139.86,2,122,True
1076,2026-01-16 12:00:00,Street Fighter V,arcade,Capcom,PC,129.7,1,110,False
1077,2026-01-16 02:00:00,Marvel vs Capcom 3,herois,Capcom,PC,139.99,1,113,True
1078,2026-01-16 15:00:00,Street Fighter VI,arcade,Capcom,Xbox,321.86,1,132,True
1079,2026-01-16 09:00:00,Mortal Kombat 1,violento,NetherRealm,Playstation,249.9,2,114,False
1080,2026-01-17 14:00:00,Marvel vs Capcom Infinite,herois,Capcom,Playstation,279.99,1,117,True
1081,2026-01-17 09:00:00,Street Fighter VI,arcade,Capcom,Xbox,229.9,2,111,False
1082,2026-01-17 14:00:00,Tekken 7,3D,Namco,Xbox,245.41,2,133,True
1083,2026-01-17 18:00:00,Tekken 8,3D,Namco,PC,225.79,1,149,False
1084,2026-01-17 10:00:00,Marvel vs Capcom Infinite,herois,Capcom,PC,199.99,1,112,False
1085,2026-01-18 20:00:00,Mortal Kombat X,violento,NetherRealm,Xbox,99.9,1,133,False
1086,2026-01-18 23:00:00,Mortal Kombat X,violento,NetherRealm,Playstation,99.9,1,119,False
1087,2026-01-18 10:00:00,Marvel vs Capcom Infinite,herois,Capcom,Playstation,279.99,2,150,True
1088,2026-01-18 05:00:00,Tekken 8,3D,Namco,Xbox,225.79,1,129,False
1089,2026-01-18 23:00:00,Tekken 8,3D,Namco,Xbox,225.79,2,104,False
1090,2026-01-19 13:00:00,Mortal Kombat 11,violento,NetherRealm,PC,279.86,1,139,True
1091,2026-01-19 22:00:00,Tekken 8,3D,Namco,PC,225.79,2,108,False
1092,2026-01-19 20:00:00,Street Fighter IV,arcade,Capcom,PC,69.5,2,140,False
1093,2026-01-19 16:00:00,Tekken 7,3D,Namco,Playstation,245.41,2,150,True
1094,2026-01-19 00:00:00,Mortal Kombat 1,violento,NetherRealm,Playstation,249.9,1,100,False
1095,2026-01-20 06:00:00,Tekken 7,3D,Namco,PC,175.29,1,121,False
1096,2026-01-20 00:00:00,Injustice Gods Among Us,herois,NetherRealm,PC,125.86,1,142,True
1097,2026-01-20 09:00:00,Street Fighter VI,arcade,Capcom,PC,229.9,1,128,False
1098,2026-01-20 22:00:00,Injustice Gods Among Us,herois,NetherRealm,Xbox,125.86,2,121,True
1099,2026-01-20 09:00:00,Injustice 2,herois,NetherRealm,Xbox,228.9,1,126,True
1100,2026-01-21 20:00:00,Marvel vs Capcom Infinite,herois,Capcom,Xbox,199.99,1,128,False
1101,2026-01-21 20:00:00,Injustice Gods Among Us,herois,NetherRealm,Xbox,89.9,2,120,False
1102,2026-01-21 16:00:00,Tekken 8,3D,Namco,Xbox,316.11,2,119,True
1103,2026-01-21 19:00:00,Street Fighter V,arcade,Capcom,Playstation,129.7,2,144,False
1104,2026-01-21 16:00:00,Mortal Kombat 11,violento,NetherRealm,Xbox,199.9,1,129,False
1105,2026-01-22 22:00:00,Mortal Kombat 1,violento,NetherRealm,Xbox,249.9,1,143,False
1106,2026-01-22 08:00:00,Injustice 2,herois,NetherRealm,PC,228.9,2,121,True
1107,2026-01-22 03:00:00,Street Fighter V,arcade,Capcom,Xbox,181.58,1,112,True
1108,2026-01-22 20:00:00,Tekken 8,3D,Namco,PC,225.79,1,116,False
1109,2026-01-22 21:00:00,Street Fighter V,arcade,Capcom,Xbox,181.58,1,109,True
1110,2026-01-23 09:00:00,Mortal Kombat X,violento,NetherRealm,PC,139.86,2,100,True
1111,2026-01-23 17:00:00,Marvel vs Capcom 3,herois,Capcom,PC,99.99,1,109,False
1112,2026-01-23 13:00:00,Mortal Kombat 11,violento,NetherRealm,PC,279.86,1,125,True
1113,2026-01-23 23:00:00,Mortal Kombat 1,violento,NetherRealm,Xbox,249.9,1,116,False
1114,2026-01-23 14:00:00,Marvel vs Capcom 3,herois,Capcom,PC,139.99,2,144,True
1115,2026-01-24 23:00:00,Injustice Gods Among Us,herois,NetherRealm,PC,89.9,2,125,False
1116,2026-01-24 08:00:00,Street Fighter IV,arcade,Capcom,PC,69.5,1,138,False
1117,2026-01-24 09:00:00,Marvel vs Capcom Infinite,herois,Capcom,Playstation,279.99,2,125,True
1118,2026-01-24 22:00:00,Tekken 7,3D,Namco,Xbox,245.41,2,138,True
1119,2026-01-24 06:00:00,Mortal Kombat 11,violento,NetherRealm,Xbox,199.9,2,143,False
1120,2026-01-25 15:00:00,Marvel vs Capcom Infinite,herois,Capcom,Playstation,199.99,1,121,False
1121,2026-01-25 19:00:00,Tekken 7,3D,Namco,PC,245.41,2,110,True
1122,2026-01-25 09:00:00,Street Fighter IV,arcade,Capcom,Xbox,69.5,1,126,False
1123,2026-01-25 13:00:00,Injustice Gods Among Us,herois,NetherRealm,PC,89.9,1,128,False
1124,2026-01-25 07:00:00,Mortal Kombat X,violento,NetherRealm,PC,99.9,1,134,False
1125,2026-01-26 03:00:00,Street Fighter V,arcade,Capcom,Playstation,129.7,1,149,False
1126,2026-01-26 20:00:00,Mortal Kombat X,violento,NetherRealm,Xbox,99.9,1,144,False
1127,2026-01-26 21:00:00,Mortal Kombat X,violento,NetherRealm,Xbox,139.86,1,118,True
1128,2026-01-26 17:00:00,Mortal Kombat X,violento,NetherRealm,PC,139.86,1,101,True
1129,2026-01-26 20:00:00,Mortal Kombat 11,violento,NetherRealm,Xbox,199.9,2,149,False
1130,2026-01-27 06:00:00,Tekken 8,3D,Namco,Xbox,316.11,1,131,True
1131,2026-01-27 00:00:00,Mortal Kombat X,violento,NetherRealm,PC,99.9,1,144,False
1132,2026-01-27 20:00:00,Injustice 2,herois,NetherRealm,PC,228.9,1,117,True
1133,2026-01-27 14:00:00,Marvel vs Capcom Infinite,herois,Capcom,Xbox,279.99,1,140,True
1134,2026-01-27 21:00:00,Mortal Kombat X,violento,NetherRealm,Xbox,99.9,2,122,False
1135,2026-01-28 06:00:00,Injustice Gods Among Us,herois,NetherRealm,Playstation,125.86,1,135,True
1136,2026-01-28 12:00:00,Mortal Kombat 1,violento,NetherRealm,Playstation,249.9,2,118,False
1137,2026-01-28 02:00:00,Injustice Gods Among Us,herois,NetherRealm,PC,89.9,2,148,False
1138,2026-01-28 07:00:00,Street Fighter VI,arcade,Capcom,Xbox,229.9,2,125,False
1139,2026-01-28 02:00:00,Injustice 2,herois,NetherRealm,Playstation,228.9,1,100,True
1140,2026-01-29 07:00:00,Mortal Kombat X,violento,NetherRealm,PC,99.9,1,146,False
1141,2026-01-29 03:00:00,Injustice 2,herois,NetherRealm,PC,163.5,1,132,False
1142,2026-01-29 05:00:00,Tekken 7,3D,Namco,Xbox,245.41,1,133,True
1143,2026-01-29 20:00:00,Street Fighter IV,arcade,Capcom,Xbox,97.3,1,118,True
1144,2026-01-29 21:00:00,Mortal Kombat X,violento,NetherRealm,Xbox,99.9,2,114,False
1145,2026-01-30 16:00:00,Street Fighter IV,arcade,Capcom,PC,97.3,1,141,True
1146,2026-01-30 09:00:00,Tekken 7,3D,Namco,PC,245.41,2,145,True
1147,2026-01-30 12:00:00,Injustice 2,herois,NetherRealm,Xbox,163.5,1,105,False
1148,2026-01-30 01:00:00,Mortal Kombat X,violento,NetherRealm,Playstation,99.9,1,101,False
1149,2026-01-30 00:00:00,Marvel vs Capcom 3,herois,Capcom,Xbox,139.99,1,140,True
1150,2026-01-31 18:00:00,Marvel vs Capcom Infinite,herois,Capcom,Playstation,199.99,2,131,False
1151,2026-01-31 02:00:00,Street Fighter V,arcade,Capcom,PC,129.7,1,139,False
1152,2026-01-31 05:00:00,Mortal Kombat 11,violento,NetherRealm,Xbox,199.9,1,130,False
1153,2026-01-31 06:00:00,Injustice 2,herois,NetherRealm,PC,228.9,2,136,True
1154,2026-01-31 22:00:00,Street Fighter IV,arcade,Capcom,Playstation,97.3,2,136,True
1155,2026-02-01 12:00:00,Street Fighter VI,arcade,Capcom,Xbox,229.9,2,124,False
1156,2026-02-01 10:00:00,Tekken 8,3D,Namco,PC,316.11,1,102,True
1157,2026-02-01 03:00:00,Marvel vs Capcom 3,herois,Capcom,Playstation,99.99,1,114,False
1158,2026-02-01 05:00:00,Street Fighter VI,arcade,Capcom,PC,229.9,2,129,False
1159,2026-02-01 18:00:00,Marvel vs Capcom Infinite,herois,Capcom,Xbox,279.99,2,119,True
1160,2026-02-02 18:00:00,Mortal Kombat X,violento,NetherRealm,Xbox,99.9,2,113,False
1161,2026-02-02 02:00:00,Mortal Kombat 11,violento,NetherRealm,Xbox,199.9,2,141,False
1162,2026-02-02 09:00:00,Mortal Kombat X,violento,NetherRealm,Xbox,99.9,1,106,False
1163,2026-02-02 20:00:00,Street Fighter V,arcade,Capcom,PC,129.7,2,134,False
1164,2026-02-02 11:00:00,Tekken 8,3D,Namco,Playstation,316.11,1,129,True
1165,2026-02-03 23:00:00,Injustice Gods Among Us,herois,NetherRealm,PC,89.9,1,119,False
1166,2026-02-03 12:00:00,Injustice Gods Among Us,herois,NetherRealm,Playstation,125.86,2,103,True
1167,2026-02-03 19:00:00,Street Fighter VI,arcade,Capcom,Xbox,321.86,1,118,True
1168,2026-02-03 05:00:00,Street Fighter V,arcade,Capcom,Xbox,181.58,1,149,True
1169,2026-02-03 13:00:00,Mortal Kombat X,violento,NetherRealm,Playstation,99.9,1,118,False
1170,2026-02-04 20:00:00,Street Fighter VI,arcade,Capcom,Playstation,321.86,1,117,True
1171,2026-02-04 21:00:00,Street Fighter VI,arcade,Capcom,Xbox,229.9,1,126,False
1172,2026-02-04 17:00:00,Mortal Kombat 11,violento,NetherRealm,Playstation,199.9,2,132,False
1173,2026-02-04 21:00:00,Street Fighter VI,arcade,Capcom,Playstation,321.86,2,101,True
1174,2026-02-04 08:00:00,Injustice 2,herois,NetherRealm,Playstation,228.9,1,125,True
1175,2026-02-05 10:00:00,Marvel vs Capcom Infinite,herois,Capcom,Playstation,199.99,1,119,False
1176,2026-02-05 15:00:00,Injustice 2,herois,NetherRealm,Xbox,228.9,1,141,True
1177,2026-02-05 12:00:00,Marvel vs Capcom 3,herois,Capcom,Playstation,99.99,2,125,False
1178,2026-02-05 18:00:00,Mortal Kombat 11,violento,NetherRealm,PC,199.9,1,120,False
1179,2026-02-05 03:00:00,Marvel vs Capcom Infinite,herois,Capcom,Xbox,199.99,1,113,False
1180,2026-02-06 12:00:00,Marvel vs Capcom 3,herois,Capcom,PC,99.99,2,107,False
1181,2026-02-06 19:00:00,Injustice Gods Among Us,herois,NetherRealm,Xbox,89.9,1,121,False
1182,2026-02-06 19:00:00,Tekken 7,3D,Namco,Playstation,245.41,2,123,True
1183,2026-02-06 08:00:00,Injustice Gods Among Us,herois,NetherRealm,PC,125.86,1,117,True
1184,2026-02-06 00:00:00,Mortal Kombat X,violento,NetherRealm,Playstation,139.86,1,100,True
1185,2026-02-07 23:00:00,Injustice Gods Among Us,herois,NetherRealm,PC,89.9,1,128,False
1186,2026-02-07 02:00:00,Tekken 7,3D,Namco,Xbox,245.41,2,137,True
1187,2026-02-07 11:00:00,Mortal Kombat X,violento,NetherRealm,Xbox,99.9,2,141,False
1188,2026-02-07 22:00:00,Marvel vs Capcom Infinite,herois,Capcom,Xbox,279.99,2,111,True
1189,2026-02-07 19:00:00,Marvel vs Capcom 3,herois,Capcom,PC,99.99,1,109,False
1190,2026-02-08 04:00:00,Injustice Gods Among Us,herois,NetherRealm,PC,89.9,2,133,False
1191,2026-02-08 23:00:00,Mortal Kombat 11,violento,NetherRealm,Xbox,199.9,1,146,False
1192,2026-02-08 06:00:00,Mortal Kombat 11,violento,NetherRealm,Xbox,279.86,2,123,True
1193,2026-02-08 03:00:00,Marvel vs Capcom 3,herois,Capcom,Xbox,99.99,2,110,False
1194,2026-02-08 17:00:00,Mortal Kombat 1,violento,NetherRealm,PC,249.9,2,102,False
1195,2026-02-09 18:00:00,Mortal Kombat 1,violento,NetherRealm,Playstation,349.86,1,109,True
1196,2026-02-09 08:00:00,Marvel vs Capcom Infinite,herois,Capcom,Xbox,279.99,1,140,True
1197,2026-02-09 03:00:00,Street Fighter V,arcade,Capcom,PC,129.7,2,138,False
1198,2026-02-09 13:00:00,Mortal Kombat X,violento,NetherRealm,PC,99.9,2,116,False
1199,2026-02-09 07:00:00,Tekken 8,3D,Namco,Xbox,225.79,2,102,False
1200,2026-02-10 18:00:00,Marvel vs Capcom Infinite,herois,Capcom,Xbox,199.99,1,103,False
1201,2026-02-10 13:00:00,Street Fighter VI,arcade,Capcom,Playstation,229.9,1,108,False
1202,2026-02-10 10:00:00,Injustice Gods Among Us,herois,NetherRealm,PC,125.86,1,113,True
1203,2026-02-10 05:00:00,Street Fighter VI,arcade,Capcom,Playstation,229.9,1,107,False
1204,2026-02-10 22:00:00,Injustice Gods Among Us,herois,NetherRealm,Xbox,89.9,1,118,False
1205,2026-02-11 00:00:00,Mortal Kombat 1,violento,NetherRealm,PC,349.86,2,137,True
1206,2026-02-11 15:00:00,Marvel vs Capcom Infinite,herois,Capcom,Playstation,199.99,1,142,False
1207,2026-02-11 18:00:00,Street Fighter IV,arcade,Capcom,Playstation,97.3,2,110,True
1208,2026-02-11 15:00:00,Tekken 8,3D,Namco,Xbox,316.11,2,124,True
1209,2026-02-11 03:00:00,Street Fighter V,arcade,Capcom,Playstation,181.58,2,131,True
1210,2026-02-12 08:00:00,Injustice Gods Among Us,herois,NetherRealm,Xbox,125.86,2,130,True
1211,2026-02-12 13:00:00,Street Fighter VI,arcade,Capcom,Playstation,321.86,2,134,True
1212,2026-02-12 08:00:00,Street Fighter IV,arcade,Capcom,PC,69.5,2,108,False
1213,2026-02-12 09:00:00,Mortal Kombat X,violento,NetherRealm,PC,139.86,1,108,True
1214,2026-02-12 05:00:00,Tekken 7,3D,Namco,Playstation,245.41,1,100,True
1215,2026-02-13 07:00:00,Street Fighter IV,arcade,Capcom,Xbox,69.5,1,101,False
1216,2026-02-13 08:00:00,Tekken 7,3D,Namco,PC,245.41,1,102,True
1217,2026-02-13 02:00:00,Marvel vs Capcom 3,herois,Capcom,PC,139.99,2,102,True
1218,2026-02-13 02:00:00,Tekken 7,3D,Namco,PC,175.29,1,112,False
1219,2026-02-13 22:00:00,Marvel vs Capcom Infinite,herois,Capcom,PC,199.99,1,136,False
1220,2026-02-14 04:00:00,Mortal Kombat 11,violento,NetherRealm,Xbox,279.86,1,134,True
1221,2026-02-14 10:00:00,Street Fighter V,arcade,Capcom,PC,181.58,2,116,True
1222,2026-02-14 22:00:00,Marvel vs Capcom 3,herois,Capcom,Playstation,99.99,2,149,False
1223,2026-02-14 14:00:00,Injustice 2,herois,NetherRealm,Xbox,163.5,1,118,False
1224,2026-02-14 10:00:00,Marvel vs Capcom Infinite,herois,Capcom,Playstation,199.99,1,129,False
1225,2026-02-15 05:00:00,Street Fighter V,arcade,Capcom,PC,181.58,1,106,True
1226,2026-02-15 13:00:00,Injustice 2,herois,NetherRealm,PC,163.5,2,147,False
1227,2026-02-15 14:00:00,Injustice 2,herois,NetherRealm,Playstation,228.9,2,148,True
1228,2026-02-15 14:00:00,Mortal Kombat X,violento,NetherRealm,PC,99.9,2,125,False
1229,2026-02-15 10:00:00,Tekken 8,3D,Namco,PC,316.11,1,128,True
1230,2026-02-16 18:00:00,Street Fighter IV,arcade,Capcom,PC,69.5,2,119,False
1231,2026-02-16 18:00:00,Tekken 7,3D,Namco,PC,175.29,1,108,False
1232,2026-02-16 12:00:00,Mortal Kombat 1,violento,NetherRealm,Xbox,349.86,2,109,True
1233,2026-02-16 16:00:00,Mortal Kombat X,violento,NetherRealm,Playstation,99.9,1,141,False
1234,2026-02-16 14:00:00,Street Fighter IV,arcade,Capcom,Xbox,97.3,2,135,True
1235,2026-02-17 07:00:00,Mortal Kombat 11,violento,NetherRealm,Playstation,279.86,1,134,True
1236,2026-02-17 02:00:00,Tekken 7,3D,Namco,Xbox,175.29,2,105,False
1237,2026-02-17 21:00:00,Tekken 7,3D,Namco,Playstation,245.41,1,112,True
1238,2026-02-17 12:00:00,Street Fighter VI,arcade,Capcom,PC,229.9,1,102,False
1239,2026-02-17 06:00:00,Injustice Gods Among Us,herois,NetherRealm,Xbox,89.9,2,124,False
1240,2026-02-18 14:00:00,Mortal Kombat 11,violento,NetherRealm,PC,199.9,2,129,False
1241,2026-02-18 14:00:00,Mortal Kombat 11,violento,NetherRealm,Xbox,279.86,1,131,True
1242,2026-02-18 18:00:00,Injustice Gods Among Us,herois,NetherRealm,Playstation,125.86,1,144,True
1243,2026-02-18 18:00:00,Street Fighter IV,arcade,Capcom,Playstation,69.5,1,108,False
1244,2026-02-18 01:00:00,Injustice Gods Among Us,herois,NetherRealm,PC,89.9,2,138,False
1245,2026-02-19 04:00:00,Tekken 7,3D,Namco,Xbox,175.29,1,111,False
1246,2026-02-19 22:00:00,Mortal Kombat 1,violento,NetherRealm,Playstation,349.86,1,122,True
1247,2026-02-19 03:00:00,Marvel vs Capcom 3,herois,Capcom,Playstation,139.99,2,140,True
1248,2026-02-19 19:00:00,Marvel vs Capcom Infinite,herois,Capcom,PC,199.99,2,121,False
1249,2026-02-19 13:00:00,Marvel vs Capcom 3,herois,Capcom,PC,139.99,2,134,True
1250,2026-02-20 06:00:00,Mortal Kombat X,violento,NetherRealm,PC,139.86,1,131,True
1251,2026-02-20 13:00:00,Street Fighter V,arcade,Capcom,PC,181.58,1,134,True
1252,2026-02-20 08:00:00,Tekken 7,3D,Namco,Playstation,175.29,1,126,False
1253,2026-02-20 23:00:00,Street Fighter V,arcade,Capcom,Xbox,181.58,2,112,True
1254,2026-02-20 05:00:00,Street Fighter IV,arcade,Capcom,Xbox,69.5,2,114,False
1255,2026-02-21 04:00:00,Injustice 2,herois,NetherRealm,Playstation,228.9,1,134,True
1256,2026-02-21 14:00:00,Mortal Kombat X,violento,NetherRealm,PC,99.9,2,130,False
1257,2026-02-21 17:00:00,Marvel vs Capcom 3,herois,Capcom,Playstation,99.99,1,141,False
1258,2026-02-21 02:00:00,Tekken 8,3D,Namco,Xbox,316.11,1,135,True
1259,2026-02-21 11:00:00,Marvel vs Capcom Infinite,herois,Capcom,PC,279.99,2,147,True
1260,2026-02-22 21:00:00,Tekken 7,3D,Namco,PC,245.41,1,105,True
1261,2026-02-22 06:00:00,Mortal Kombat 11,violento,NetherRealm,Playstation,199.9,2,126,False
1262,2026-02-22 14:00:00,Injustice 2,herois,NetherRealm,Playstation,228.9,2,149,True
1263,2026-02-22 01:00:00,Marvel vs Capcom Infinite,herois,Capcom,Playstation,279.99,2,150,True
1264,2026-02-22 15:00:00,Mortal Kombat 11,violento,NetherRealm,Playstation,279.86,1,133,True
1265,2026-02-23 06:00:00,Marvel vs Capcom Infinite,herois,Capcom,Xbox,199.99,2,106,False
1266,2026-02-23 21:00:00,Tekken 7,3D,Namco,PC,175.29,2,148,False
1267,2026-02-23 18:00:00,Mortal Kombat 1,violento,NetherRealm,Playstation,249.9,1,132,False
1268,2026-02-23 15:00:00,Marvel vs Capcom 3,herois,Capcom,PC,99.99,2,112,False
1269,2026-02-23 07:00:00,Injustice 2,herois,NetherRealm,Playstation,163.5,1,138,False
1270,2026-02-24 10:00:00,Tekken 8,3D,Namco,Playstation,316.11,2,146,True
1271,2026-02-24 10:00:00,Street Fighter V,arcade,Capcom,PC,129.7,1,126,False
1272,2026-02-24 18:00:00,Street Fighter VI,arcade,Capcom,Playstation,321.86,2,106,True
1273,2026-02-24 18:00:00,Street Fighter IV,arcade,Capcom,Xbox,97.3,1,118,True
1274,2026-02-24 11:00:00,Injustice Gods Among Us,herois,NetherRealm,Playstation,125.86,2,108,True
1275,2026-02-25 14:00:00,Injustice 2,herois,NetherRealm,PC,228.9,1,138,True
1276,2026-02-25 01:00:00,Street Fighter IV,arcade,Capcom,PC,69.5,1,119,False
1277,2026-02-25 17:00:00,Tekken 7,3D,Namco,Xbox,175.29,1,140,False
1278,2026-02-25 19:00:00,Tekken 8,3D,Namco,Playstation,316.11,1,132,True
1279,2026-02-25 15:00:00,Street Fighter VI,arcade,Capcom,Playstation,229.9,1,107,False
1280,2026-02-26 11:00:00,Injustice Gods Among Us,herois,NetherRealm,PC,125.86,2,133,True
